CoC Number,County,Year,CoC_Category_Largely Rural CoC,CoC_Category_Largely Rural CoC,CoC_Category_Major City CoC,CoC_Category_Other Largely Urban CoC,Median_House_Values_5_year_lag1,Median_Rent_5_year_lag1,Median_Gross_Rent_5_year_lag1,Percentage_of_Households_with_Cost_Burden_5_year_lag1,Rental_Vacancy_Rates_5_year_lag1,Share_of_Single_Person_Households_5_year_lag1,Share_of_Renter_Occupied_Units_5_year_lag1,Unemployment Rate_lag1,Median Household Income_lag1,Poverty Rate_lag1,Labor Force_lag1,pct_change_total_homeless_per_10k
PA-510,lancaster county,2017,0,0,0,0,191400.0,778.0,1020.0,0.4760320434136572,3.9,0.0,0.32,4.1,61335.0,11.0,278302.0,0.2632757215355821
PA-510,lancaster county,2018,0,0,0,0,193200.0,795.0,1035.0,0.4630441318417013,3.9,0.24,0.32,3.9,63407.0,10.0,281547.0,0.03528150771679717
PA-511,bucks county,2013,0,0,0,0,315600.0,957.0,1471.0,0.4922361488104742,8.8,0.0,0.22,7.0,75471.0,5.4,338069.0,0.09141565249179107
PA-511,bucks county,2014,0,0,0,0,309900.0,964.0,1459.0,0.4947260503538968,9.1,0.0,0.22,6.4,73594.0,6.1,336073.0,-0.011238637033825438
PA-511,bucks county,2015,0,0,0,0,307600.0,986.0,1451.0,0.5033446400485115,7.5,0.0,0.23,5.3,77917.0,6.5,334887.0,0.08997747573248871
PA-511,bucks county,2016,0,0,0,0,308800.0,999.0,1442.0,0.4894182301239241,6.4,0.0,0.24,4.8,80575.0,6.1,337667.0,-0.03882893716556324
PA-511,bucks county,2017,0,0,0,0,311600.0,1004.0,1449.0,0.4846337855851578,6.2,0.0,0.23,4.6,79936.0,6.6,341375.0,-0.22291141383875757
PA-511,bucks county,2018,0,0,0,0,315700.0,1033.0,1463.0,0.4914100544904868,5.4,0.24,0.23,4.3,84749.0,6.1,343471.0,-0.09582583319538174
PA-512,york county,2013,0,0,0,0,177200.0,636.0,1035.0,0.4498509472064622,4.5,0.0,0.25,7.3,55648.0,10.7,232732.0,0.08191911377705474
PA-512,york county,2014,0,0,0,0,174200.0,655.0,1037.0,0.4540152642442279,5.1,0.0,0.25,6.5,57065.0,11.0,231383.0,0.1369361605685604
PA-512,york county,2015,0,0,0,0,170900.0,671.0,1035.0,0.4680886439752025,4.4,0.0,0.25,5.5,58587.0,10.2,230355.0,0.055880077845539056
PA-512,york county,2016,0,0,0,0,168400.0,681.0,1010.0,0.4728718103228498,4.7,0.0,0.26,4.8,58409.0,10.7,232599.0,-0.21508737919452248
PA-512,york county,2017,0,0,0,0,168300.0,699.0,1021.0,0.4748344061946077,4.9,0.0,0.26,4.6,62462.0,9.9,235082.0,0.11949135906021557
PA-512,york county,2018,0,0,0,0,170300.0,731.0,1050.0,0.4741611898996887,5.0,0.24,0.26,4.4,63519.0,9.5,236805.0,-0.010991176921301804
PA-600,allegheny county,2013,0,0,0,0,120300.0,590.0,842.0,0.439960794,5.6,0.0,0.34,6.8,50884.0,12.8,651929.0,0.05452245030008873
PA-600,allegheny county,2014,0,0,0,0,122400.0,603.0,847.0,0.4386887631901028,4.9,0.0,0.34,6.3,51424.0,13.8,649327.0,-0.09413782313983865
PA-600,allegheny county,2015,0,0,0,0,124800.0,622.0,852.0,0.4408231118791252,4.6,0.0,0.35,5.4,52400.0,13.3,645856.0,-0.18482749946049082
PA-600,allegheny county,2016,0,0,0,0,129600.0,634.0,854.0,0.4359172627102262,4.5,0.0,0.35,5.0,54467.0,12.3,647736.0,-0.007639150366833269
PA-600,allegheny county,2017,0,0,0,0,134400.0,654.0,866.0,0.4292344625233396,4.4,0.0,0.35,5.1,56140.0,11.6,648493.0,-0.3135777507481503
PA-600,allegheny county,2018,0,0,0,0,140600.0,682.0,889.0,0.4288292017598327,4.8,0.36,0.35,4.8,58625.0,11.2,651933.0,-0.009537636684743389
PA-603,beaver county,2013,0,0,0,0,114100.0,461.0,747.0,0.4222066587652193,5.3,0.0,0.26,7.4,47083.0,11.4,86713.0,0.06006088441799706
PA-603,beaver county,2014,0,0,0,0,115400.0,465.0,743.0,0.4190673245265001,4.6,0.0,0.27,7.0,49937.0,10.6,86249.0,0.26705498342085465
PA-603,beaver county,2015,0,0,0,0,117300.0,477.0,744.0,0.4079732133514701,5.8,0.0,0.27,6.6,51222.0,11.4,85843.0,0.1010687614849679
PA-603,beaver county,2016,0,0,0,0,120100.0,484.0,738.0,0.4158880971232515,6.1,0.0,0.27,6.2,50128.0,13.5,85837.0,-0.24610431559146762
PA-603,beaver county,2017,0,0,0,0,123800.0,492.0,743.0,0.3946961208046529,6.5,0.0,0.27,6.1,55221.0,8.2,85443.0,0.20400879148323203
PA-603,beaver county,2018,0,0,0,0,129200.0,503.0,758.0,0.3894007989347536,7.5,0.3,0.27,5.6,54923.0,11.0,85242.0,0.056495846935610494
SC-503,sumter county,2012,1,1,0,0,164000.0,674.0,849.0,0.5248812420345267,35.7,0.0,0.3,10.1,40353.0,20.0,132855.0,1.6788934824227963
SC-503,horry county,2013,1,1,0,0,105400.0,502.0,708.0,0.3694779116465863,7.5,0.01,0.34,10.4,39667.0,18.2,44784.0,-0.6814737951057365
SC-503,sumter county,2013,1,1,0,0,159600.0,677.0,848.0,0.5319702709737124,37.8,0.0,0.3,8.4,42075.0,19.3,133217.0,1.7690397427700408
SC-503,horry county,2014,1,1,0,0,107300.0,525.0,729.0,0.3954102206906664,7.9,0.01,0.35,8.5,39780.0,19.9,44323.0,-0.6504423167449326
SC-503,sumter county,2014,1,1,0,0,157700.0,676.0,831.0,0.511154192,37.8,0.0,0.31,7.2,43001.0,17.7,134144.0,1.8768049869743209
SC-503,horry county,2015,1,1,0,0,108300.0,530.0,733.0,0.4238326642721318,6.4,0.01,0.35,7.1,36633.0,24.1,44389.0,-0.665806944417207
SC-503,sumter county,2015,1,1,0,0,159700.0,685.0,830.0,0.5111225932774938,36.6,0.0,0.31,7.0,47541.0,16.8,137237.0,2.001433945398339
SC-503,horry county,2016,1,1,0,0,107100.0,540.0,742.0,0.4295754650007099,5.3,0.01,0.35,6.8,41169.0,18.5,44355.0,-0.7625774349200583
SC-503,kershaw county,2016,1,1,0,0,162100.0,706.0,843.0,0.4891183183820797,35.6,0.0,0.31,5.7,45621.0,15.5,139740.0,4.12436189187527
SC-503,horry county,2017,1,1,0,0,108900.0,538.0,732.0,0.4494041322896834,5.0,0.01,0.35,5.8,40614.0,21.2,44134.0,-0.651917630895861
SC-503,kershaw county,2017,1,1,0,0,166500.0,723.0,849.0,0.4685791624648373,33.9,0.28,0.3,4.9,45680.0,16.8,140661.0,4.246783144285889
SC-503,sumter county,2017,1,1,0,0,121200.0,510.0,687.0,0.3763581051716645,4.8,0.26,0.19,4.4,50010.0,14.7,28640.0,-0.38418206399278965
SC-503,horry county,2018,1,1,0,0,113200.0,549.0,736.0,0.4775022326028714,4.8,0.28,0.35,5.1,45585.0,18.8,43072.0,-0.682383843940098
SC-503,kershaw county,2018,1,1,0,0,172500.0,741.0,864.0,0.4664021093562734,32.1,0.29,0.29,4.2,49047.0,14.5,142044.0,4.32044597376448
SC-503,sumter county,2018,1,1,0,0,124700.0,523.0,720.0,0.3985098216301648,5.5,0.25,0.18,3.5,51467.0,15.1,28269.0,-0.37640202022094993
TN-501,shelby county,2013,0,0,1,0,135500.0,622.0,977.0,0.5389660465492042,13.8,0.0,0.4,8.8,44694.0,21.7,445583.0,-0.07699276887790207
TN-501,shelby county,2014,0,0,1,0,132700.0,632.0,971.0,0.5344756252407515,12.8,0.0,0.41,8.8,45226.0,21.8,440270.0,-0.08883985127721006
TN-501,shelby county,2015,0,0,1,0,131700.0,644.0,973.0,0.5332809441089695,11.9,0.0,0.42,7.6,43938.0,22.9,430546.0,0.09848493819142945
TN-501,shelby county,2016,0,0,1,0,130800.0,645.0,953.0,0.5223601646312664,10.6,0.0,0.43,6.4,47083.0,20.1,430892.0,-0.1477463981338406
TN-501,shelby county,2017,0,0,1,0,132200.0,659.0,954.0,0.5077094665988338,10.0,0.0,0.44,5.4,47690.0,20.8,434502.0,-0.13915269228555394
TN-501,shelby county,2018,0,0,1,0,135700.0,678.0,960.0,0.4965163016304877,9.8,0.31,0.44,4.4,49647.0,18.8,437734.0,0.07913360560770744
TN-502,knox county,2013,0,0,0,0,156800.0,599.0,846.0,0.4614962649844307,5.1,0.0,0.34,6.2,46196.0,16.1,230548.0,-0.14070361091580397
TN-502,knox county,2014,0,0,0,0,157400.0,613.0,862.0,0.4691818903891978,5.3,0.0,0.35,6.3,49165.0,16.5,227983.0,-0.09599247395900345
TN-502,knox county,2015,0,0,0,0,158400.0,625.0,857.0,0.4612551883406672,5.3,0.0,0.35,5.5,46860.0,17.8,226266.0,-0.05476950797314928
TN-502,knox county,2016,0,0,0,0,160700.0,634.0,851.0,0.4453603499884872,5.6,0.0,0.36,4.6,52229.0,15.7,228904.0,0.07209833490052864
TN-502,knox county,2017,0,0,0,0,164700.0,649.0,851.0,0.4373544552028435,5.3,0.0,0.36,4.0,52102.0,14.9,233831.0,-0.09171874713980122
TN-502,knox county,2018,0,0,0,0,169400.0,668.0,872.0,0.43127694,5.5,0.3,0.36,3.2,55266.0,13.9,237653.0,0.06521426887787873
TX-500,bexar county,2013,0,0,1,0,122600.0,671.0,905.0,0.4604628055283118,9.6,0.0,0.39,6.3,49874.0,19.2,838357.0,-0.049535036075743055
TX-500,bexar county,2014,0,0,1,0,123700.0,693.0,914.0,0.4562846459146521,8.6,0.0,0.4,5.9,49769.0,17.3,852897.0,-0.022410041805435155
TX-500,bexar county,2015,0,0,1,0,126100.0,714.0,928.0,0.4564280099411629,7.6,0.0,0.41,4.7,50760.0,18.4,865150.0,-0.05347430768259431
TX-500,bexar county,2016,0,0,1,0,129400.0,727.0,930.0,0.4534866526577943,7.2,0.0,0.42,3.8,52286.0,15.5,879163.0,-0.028720720861998505
TX-500,bexar county,2017,0,0,1,0,134400.0,751.0,949.0,0.4534189907191683,7.3,0.0,0.42,3.8,53210.0,16.2,905846.0,0.10229352313339501
TX-500,bexar county,2018,0,0,1,0,142300.0,786.0,978.0,0.4608024024209486,7.7,0.27,0.41,3.6,54175.0,15.7,917323.0,-0.07145877053709748
TX-600,dallas county,2013,0,0,1,0,129100.0,711.0,995.0,0.4633630735661319,10.4,0.0,0.47,7.1,47301.0,19.4,1220310.0,0.0940733893287049
TX-600,dallas county,2014,0,0,1,0,128300.0,728.0,993.0,0.4601814454251937,9.7,0.0,0.47,6.6,47810.0,19.6,1232512.0,-0.1183105829488752
TX-600,dallas county,2015,0,0,1,0,129200.0,740.0,995.0,0.4607485850969139,8.7,0.0,0.48,5.5,50076.0,19.5,1249276.0,0.2028149218036066
TX-600,dallas county,2016,0,0,1,0,132700.0,750.0,992.0,0.4593938096645176,7.8,0.0,0.49,4.3,51799.0,18.0,1263314.0,-0.02190740370553912
TX-600,dallas county,2017,0,0,1,0,138600.0,783.0,1007.0,0.4527945226541973,7.4,0.0,0.49,4.0,54399.0,16.3,1299134.0,0.07953057780382178
TX-600,dallas county,2018,0,0,1,0,148300.0,826.0,1051.0,0.4523865742390762,6.8,0.28,0.5,4.0,56718.0,14.9,1317061.0,0.10213164889097781
TX-601,tarrant county,2013,0,0,1,0,136300.0,690.0,1062.0,0.4696670003988507,12.1,0.0,0.38,6.5,56040.0,15.7,963879.0,-0.0029946754108864937
TX-601,tarrant county,2014,0,0,1,0,136400.0,710.0,1056.0,0.4690780826906937,11.2,0.0,0.38,6.1,56895.0,15.3,979558.0,-0.22550714706458075
TX-601,tarrant county,2015,0,0,1,0,137700.0,727.0,1059.0,0.4676170308140568,10.2,0.0,0.39,5.1,58099.0,15.4,989579.0,-0.004717746544694368
TX-601,tarrant county,2016,0,0,1,0,141000.0,743.0,1053.0,0.4616430706815928,9.2,0.0,0.39,4.2,60737.0,13.1,991895.0,-0.016783317938034115
TX-601,tarrant county,2017,0,0,1,0,148100.0,774.0,1069.0,0.4554077031122939,8.4,0.0,0.4,4.0,61534.0,13.7,1011543.0,0.022960087329588763
TX-601,tarrant county,2018,0,0,1,0,158200.0,815.0,1107.0,0.4511729485850466,8.5,0.25,0.39,3.8,65052.0,11.6,1028588.0,-0.001965661247632089
UT-500,salt lake county,2013,0,0,0,0,237500.0,767.0,1129.0,0.4776982701834489,5.6,0.0,0.32,4.6,58856.0,13.1,546710.0,-0.0031286042782846524
UT-500,salt lake county,2014,0,0,0,0,232100.0,791.0,1128.0,0.4813605756829118,5.9,0.0,0.33,4.0,61775.0,12.6,561750.0,-0.0021398976303480532
UT-500,salt lake county,2015,0,0,0,0,231200.0,805.0,1126.0,0.4730093249108332,5.3,0.0,0.33,3.5,62672.0,11.7,570837.0,-0.14185496923899366
UT-500,salt lake county,2016,0,0,0,0,234700.0,820.0,1116.0,0.4591835016835017,4.7,0.0,0.34,3.3,65694.0,10.4,582490.0,0.06887009791111809
UT-500,salt lake county,2017,0,0,0,0,243700.0,853.0,1131.0,0.4458028253581733,4.7,0.0,0.34,3.1,68665.0,9.1,599503.0,-0.1316960752518913
UT-500,salt lake county,2018,0,0,0,0,260700.0,891.0,1165.0,0.4306169391275774,4.6,0.23,0.34,3.0,71471.0,9.1,617457.0,0.0152987820340722
VA-600,arlington county,2013,0,0,0,1,577300.0,1601.0,1881.0,0.3670470812788293,5.8,0.0,0.54,3.4,100474.0,8.8,143875.0,-0.39784442817047827
VA-600,arlington county,2014,0,0,0,1,584600.0,1659.0,1918.0,0.373957529,5.8,0.0,0.55,3.4,102501.0,9.8,145169.0,-0.18677948552398527
VA-600,arlington county,2015,0,0,0,1,594800.0,1725.0,1955.0,0.3862767620087747,5.6,0.0,0.55,3.2,109266.0,9.4,145098.0,-0.27477042920449346
VA-600,arlington county,2016,0,0,0,1,607700.0,1754.0,1962.0,0.3832383457547859,5.5,0.0,0.56,2.8,106768.0,7.1,144902.0,0.30544265457976016
VA-600,arlington county,2017,0,0,0,1,623300.0,1787.0,1993.0,0.3841320136713187,5.3,0.0,0.56,2.6,110388.0,8.1,146628.0,-0.05766471973657761
VA-600,arlington county,2018,0,0,0,1,643300.0,1827.0,2037.0,0.3792022541164039,5.3,0.39,0.56,2.5,117237.0,5.2,151365.0,-0.024360265225980338
VA-601,fairfax county,2013,0,0,0,0,480200.0,1479.0,1986.0,0.4415438548721963,4.0,0.0,0.3,4.4,107096.0,5.8,623114.0,0.0
VA-601,fairfax county,2013,0,0,0,0,476600.0,1540.0,1981.0,0.4387739044732112,4.0,0.0,0.31,4.3,111079.0,5.8,624643.0,0.0
VA-601,fairfax county,2013,0,0,0,0,476600.0,1540.0,1981.0,0.4387739044732112,4.0,0.0,0.31,4.3,111079.0,5.8,624643.0,0.0
VA-601,fairfax county,2013,0,0,0,0,476600.0,1540.0,1981.0,0.4387739044732112,4.0,0.0,0.31,4.3,111079.0,5.8,624643.0,-0.09786854169723136
VA-601,fairfax county,2014,0,0,0,0,476600.0,1540.0,1981.0,0.4387739044732112,4.0,0.0,0.31,4.3,111079.0,5.8,624643.0,0.0
VA-601,fairfax county,2014,0,0,0,0,486900.0,1587.0,1979.0,0.4350278406264542,3.4,0.0,0.32,4.1,110674.0,6.6,622116.0,-0.02118362036900634
VA-601,fairfax county,2015,0,0,0,0,486900.0,1587.0,1979.0,0.4350278406264542,3.4,0.0,0.32,4.1,110674.0,6.6,622116.0,0.0
VA-601,fairfax county,2015,0,0,0,0,501200.0,1619.0,1972.0,0.4323790876505976,3.4,0.0,0.32,3.5,113208.0,6.1,616185.0,-0.11766492632729042
VA-601,fairfax county,2016,0,0,0,0,501200.0,1619.0,1972.0,0.4323790876505976,3.4,0.0,0.32,3.5,113208.0,6.1,616185.0,0.0
VA-601,fairfax county,2016,0,0,0,0,516800.0,1659.0,1985.0,0.4317576382541579,3.4,0.0,0.33,3.2,115717.0,5.9,617693.0,-0.09746007256094202
VA-601,fairfax county,2017,0,0,0,0,516800.0,1659.0,1985.0,0.4317576382541579,3.4,0.0,0.33,3.2,115717.0,5.9,617693.0,0.0
VA-601,fairfax county,2017,0,0,0,0,534800.0,1707.0,2023.0,0.4345045905599456,3.8,0.22,0.32,3.0,118279.0,6.8,629074.0,0.02175745672047502
VA-601,fairfax county,2018,0,0,0,0,534800.0,1707.0,2023.0,0.4345045905599456,3.8,0.22,0.32,3.0,118279.0,6.8,629074.0,0.0
VA-601,fairfax county,2018,0,0,0,0,550000.0,1732.0,2070.0,0.4399092790699518,3.8,0.22,0.32,2.5,122227.0,5.9,629542.0,0.05059794576650001
VA-602,loudoun county,2013,0,0,0,0,448700.0,1422.0,2405.0,0.4401602183194683,4.5,0.0,0.22,4.4,117876.0,4.1,185858.0,0.02699490428315654
VA-602,loudoun county,2014,0,0,0,0,437700.0,1469.0,2339.0,0.4314767544043185,3.6,0.0,0.22,4.3,116848.0,3.9,191165.0,-0.06079043342637058
VA-602,loudoun county,2015,0,0,0,0,443100.0,1478.0,2263.0,0.4311995272798897,3.1,0.0,0.23,4.2,122294.0,4.0,196697.0,-0.24175414197769463
VA-602,loudoun county,2016,0,0,0,0,452300.0,1483.0,2211.0,0.4292865118786338,4.0,0.0,0.23,3.5,125003.0,4.0,200891.0,-0.1824229248152326
VA-602,loudoun county,2017,0,0,0,0,462100.0,1522.0,2197.0,0.4398682666464776,4.4,0.0,0.23,3.1,134464.0,3.6,207602.0,0.16027889646441862
VA-602,loudoun county,2018,0,0,0,0,475500.0,1594.0,2241.0,0.4413669868215323,3.9,0.17,0.22,3.0,135842.0,2.8,216176.0,0.22611320600543272
VA-604,prince william county,2013,0,0,0,0,330700.0,1267.0,1913.0,0.4789283991259188,5.4,0.0,0.27,5.2,93744.0,6.4,228525.0,-0.02124289190601969
VA-604,prince william county,2014,0,0,0,0,321400.0,1298.0,1872.0,0.4956952566601689,4.7,0.0,0.28,5.1,95268.0,7.0,231198.0,-0.09234793903933258
VA-604,prince william county,2015,0,0,0,0,323400.0,1333.0,1846.0,0.498156925,4.0,0.0,0.28,4.8,92104.0,7.4,232639.0,-0.029500825782925566
VA-604,prince william county,2016,0,0,0,0,333100.0,1363.0,1832.0,0.5036107554417414,3.7,0.0,0.29,4.1,99766.0,6.8,232296.0,-0.016873891793712348
VA-604,prince william county,2017,0,0,0,0,345900.0,1391.0,1826.0,0.5088419994976137,4.0,0.0,0.29,3.6,97986.0,8.1,235285.0,-0.07496510765772602
VA-604,prince william county,2018,0,0,0,0,358300.0,1424.0,1843.0,0.4988268418582825,5.1,0.18,0.28,3.4,100845.0,6.1,241599.0,-0.25503616178910826
WA-500,king county,2013,0,0,1,0,388700.0,976.0,1445.0,0.455290436,4.4,0.0,0.41,6.3,69047.0,11.9,1127689.0,-0.034023193968776955
WA-500,king county,2014,0,0,1,0,377300.0,1000.0,1449.0,0.4574427515030896,4.3,0.0,0.42,4.4,71834.0,12.4,1137057.0,0.11122440011613732
WA-500,king county,2015,0,0,1,0,376200.0,1038.0,1454.0,0.4562574105502987,3.9,0.0,0.43,4.5,75834.0,11.2,1164823.0,0.04387257929297106
WA-500,king county,2016,0,0,1,0,384300.0,1084.0,1472.0,0.4503393798045378,3.4,0.0,0.43,4.1,81916.0,9.7,1185074.0,0.06591225979640702
WA-500,king county,2017,0,0,1,0,407400.0,1149.0,1514.0,0.4434566345190803,3.0,0.0,0.43,3.8,86095.0,9.3,1213173.0,0.019545610328100427
WA-500,king county,2018,0,0,1,0,446600.0,1241.0,1593.0,0.4435828899131917,2.9,0.3,0.43,3.6,89675.0,9.3,1231166.0,-0.08343210969248349
WA-502,spokane county,2013,0,0,0,1,190300.0,641.0,908.0,0.5056817333393062,6.4,0.0,0.36,8.3,47624.0,15.9,229378.0,0.10420170058370926
WA-502,spokane county,2014,0,0,0,1,184700.0,650.0,902.0,0.512835266,6.3,0.0,0.36,8.0,47576.0,17.1,227147.0,-0.11223446875305143
WA-502,spokane county,2015,0,0,0,1,182000.0,668.0,906.0,0.5085285521092353,5.8,0.0,0.37,6.8,50249.0,16.4,225104.0,-0.06670679233268173
WA-502,spokane county,2016,0,0,0,1,183300.0,674.0,902.0,0.5044689165186501,5.6,0.0,0.37,6.3,48525.0,15.5,227863.0,0.09556900781671196
WA-502,spokane county,2017,0,0,0,1,186500.0,697.0,914.0,0.4996382457702582,4.9,0.0,0.38,6.0,53043.0,13.2,234673.0,0.12338305138879346
WA-502,spokane county,2018,0,0,0,1,195500.0,722.0,942.0,0.4959642725447618,4.1,0.29,0.38,5.3,53360.0,14.1,240744.0,0.034980866238261354
WA-503,pierce county,2013,0,0,0,0,251400.0,854.0,1279.0,0.4973439751102625,5.8,0.0,0.38,8.5,57629.0,12.6,385098.0,0.10710455173769295
WA-503,pierce county,2014,0,0,0,0,240400.0,870.0,1272.0,0.5009810107435803,5.8,0.0,0.38,8.1,57660.0,14.0,383769.0,-0.13612173926398585
WA-503,pierce county,2015,0,0,0,0,233800.0,882.0,1255.0,0.5028744714474864,5.9,0.0,0.39,6.8,60496.0,12.9,384834.0,0.345666762603253
WA-503,pierce county,2016,0,0,0,0,232600.0,888.0,1238.0,0.499569351,5.3,0.0,0.39,6.2,60167.0,12.3,392279.0,-0.2634966914321938
WA-503,pierce county,2017,0,0,0,0,239400.0,919.0,1255.0,0.496155635,4.4,0.0,0.39,5.9,64434.0,12.1,404970.0,0.21230214340537135
WA-503,pierce county,2018,0,0,0,0,255800.0,962.0,1291.0,0.4912889974097966,4.2,0.26,0.39,5.3,69278.0,10.0,417889.0,-0.10102244919091685
WA-504,snohomish county,2013,0,0,0,0,311600.0,933.0,1479.0,0.4837472836289579,4.7,0.0,0.33,7.4,67136.0,10.2,387127.0,-0.015922792022851295
WA-504,snohomish county,2014,0,0,0,0,292500.0,949.0,1458.0,0.4835037904274884,5.1,0.0,0.33,5.1,67394.0,11.3,388242.0,-0.14105668464500176
WA-504,snohomish county,2015,0,0,0,0,287500.0,969.0,1442.0,0.4786920249180039,4.7,0.0,0.33,5.0,71984.0,9.7,397747.0,0.13579255382349475
WA-504,snohomish county,2016,0,0,0,0,293000.0,989.0,1433.0,0.474270132,4.3,0.0,0.34,4.5,76251.0,9.2,404003.0,0.09100595284874724
WA-504,snohomish county,2017,0,0,0,0,309800.0,1043.0,1450.0,0.4721100975749293,4.1,0.0,0.34,4.2,78716.0,7.9,415292.0,-0.2082267602100759
WA-504,snohomish county,2018,0,0,0,0,338400.0,1119.0,1504.0,0.4686362392946573,3.7,0.24,0.33,3.9,82595.0,7.1,421436.0,0.28933594398517015
WA-508,clark county,2013,0,0,0,0,243300.0,794.0,1211.0,0.4964101994744828,4.7,0.0,0.34,8.6,55719.0,11.6,208427.0,-0.027142642869729894
WA-508,clark county,2014,0,0,0,0,232500.0,816.0,1193.0,0.4985802091944933,4.5,0.0,0.35,8.3,57588.0,12.4,208097.0,-0.06507528557508524
WA-508,clark county,2015,0,0,0,0,228400.0,837.0,1190.0,0.4892337708407236,4.0,0.0,0.35,6.8,61741.0,9.3,208941.0,0.022533674119497693
WA-508,clark county,2016,0,0,0,0,234800.0,866.0,1187.0,0.4833270178097764,2.8,0.0,0.36,6.2,64275.0,10.3,214327.0,0.07117374360529172
WA-508,clark county,2017,0,0,0,0,249400.0,895.0,1201.0,0.4777027259882138,2.9,0.0,0.35,6.0,69062.0,8.8,220996.0,0.04552451122609935
WA-508,clark county,2018,0,0,0,0,272400.0,960.0,1245.0,0.4688687467317413,3.1,0.24,0.34,5.0,74747.0,10.3,228847.0,0.18927504600361145
WI-501,milwaukee county,2013,0,0,1,0,162900.0,650.0,913.0,0.5165299895369412,3.7,0.0,0.48,8.5,42381.0,22.3,475758.0,0.039112145726863945
WI-501,milwaukee county,2014,0,0,1,0,158400.0,663.0,914.0,0.5215367965367965,4.0,0.0,0.49,8.3,41959.0,22.2,478784.0,0.013268436220710944
WI-501,milwaukee county,2015,0,0,1,0,154400.0,674.0,917.0,0.5211550840830137,3.8,0.0,0.49,6.8,42765.0,21.9,478001.0,-0.0635436754910198
WI-501,milwaukee county,2016,0,0,1,0,151700.0,676.0,912.0,0.5134670187455881,3.9,0.0,0.5,5.6,45859.0,20.2,475735.0,-0.3643831463736896
WI-501,milwaukee county,2017,0,0,1,0,150000.0,691.0,916.0,0.5019497254889809,4.3,0.0,0.51,4.9,47607.0,19.6,475320.0,-0.028258032206280093
WI-501,milwaukee county,2018,0,0,1,0,150300.0,709.0,935.0,0.4884709968233502,4.9,0.35,0.5,4.0,47591.0,18.9,476413.0,0.0187325806821661
WI-503,dane county,2013,0,0,0,1,231300.0,785.0,1145.0,0.4831037875061486,4.8,0.0,0.4,4.8,59792.0,13.1,297195.0,-0.0764730852106782
WI-503,dane county,2014,0,0,0,1,228800.0,802.0,1146.0,0.4855326558847383,3.8,0.0,0.41,4.7,60081.0,14.2,301102.0,-0.02166695446086153
WI-503,dane county,2015,0,0,0,1,229000.0,813.0,1144.0,0.4874806656820217,3.2,0.0,0.41,3.6,61582.0,13.9,305442.0,-0.19589303359447086
WI-503,dane county,2016,0,0,0,1,230800.0,826.0,1141.0,0.477300225,2.3,0.0,0.42,3.1,65202.0,11.4,310088.0,-0.0788693310139571
WI-503,dane county,2017,0,0,0,1,236000.0,847.0,1154.0,0.4711281371469656,2.2,0.0,0.42,2.8,70796.0,11.3,316992.0,0.038062191430777714
WI-503,dane county,2018,0,0,0,1,242700.0,881.0,1187.0,0.4629361669225586,2.4,0.3,0.42,2.4,72268.0,11.8,321487.0,-0.06608958129891152
