CoC Number,County,Year,Overall Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Hispanic/Latino,Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Black or African American,Overall Homeless - Asian,Overall Homeless - American Indian or Alaska Native,CoC Number Original,CoC Name,CoC Category,State,Median_House_Values_1_year,Percentage_of_Households_with_Cost_Burden_1_year,Median_Rent_1_year,Median_Gross_Rent_1_year,Share_of_Renter_Occupied_Units_1_year,Rental_Vacancy_Rates_1_year,Total_Housing_Units_1_year,Share_of_Overcrowded_Housing_Units_1_year,Share_of_Single_Person_Households_1_year,Median_Rental_Utility_Cost_1_year,Median_House_Values_5_year,Percentage_of_Households_with_Cost_Burden_5_year,Median_Rent_5_year,Median_Gross_Rent_5_year,Share_of_Renter_Occupied_Units_5_year,Rental_Vacancy_Rates_5_year,Total_Housing_Units_5_year,Share_of_Overcrowded_Housing_Units_5_year,Share_of_Single_Person_Households_5_year,Median_Rental_Utility_Cost_5_year,Geography,FIPS code,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,LAUS Code,State FIPS,County FIPS,Labor Force,Employed,Unemployed,Unemployment Rate,Total Population,Share of Single-Adult Households,Estimate Total White alone,Estimate Total Black or African American alone,Estimate Total American Indian and Alaska Native alone,Estimate Total Asian alone,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,Estimate Total Two or more races,Estimate Total  10 to 14 years,Estimate Total  15 to 17 years,Estimate Total  18 and 19 years,Estimate Total  20 years,Estimate Total  21 years,Estimate Total  22 to 24 years,Estimate Total  25 to 29 years,Estimate Total  30 to 34 years,Estimate Total  35 to 39 years,Estimate Total  40 to 44 years,Estimate Total  45 to 49 years,Estimate Total  5 to 9 years,Estimate Total  50 to 54 years,Estimate Total  55 to 59 years,Estimate Total  60 and 61 years,Estimate Total  62 to 64 years,Estimate Total  65 and 66 years,Estimate Total  67 to 69 years,Estimate Total  70 to 74 years,Estimate Total  75 to 79 years,Estimate Total  80 to 84 years,Estimate Total  85 years and over,Estimate Total  Under 5 years,Proportion of Females,Estimate Gini Index,Median Household Income,Gini Index,Poverty Rate,JanuaryPrecipitation,YearlyPrecipitation,SummerTemperature,JanuaryTemperature,Share of Families Receiving Cash Assistance,Percentage of Homes Built before 1940,HUD_Assisted_Total_Units,Total Housing Units,Share of HUD-Assisted Units,HUD_Subsidized_Total_Units,pct_occupied,number_reported,pct_reported,Disabled workers,Total,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,With a Disability Estimate Population Age 16 and Over,Aged,Blind and disabled,SSI Participation Rate (Percent),SSDI Participation Rate (Percent),total_homeless_per_10k,total_sheltered_homeless_per_10k,unsheltered_homeless_per_10k,pct_change_total_homeless_per_10k,total_homeless_per_10k_lag1,total_sheltered_homeless_per_10k_lag1,unsheltered_homeless_per_10k_lag1,Overall Homeless_lag1,Sheltered Total Homeless_lag1,Unsheltered Homeless_lag1,Median_House_Values_5_year_lag1,Median_Rent_5_year_lag1,Median_Gross_Rent_5_year_lag1,Percentage_of_Households_with_Cost_Burden_5_year_lag1,Rental_Vacancy_Rates_5_year_lag1,Share_of_Single_Person_Households_5_year_lag1,Share_of_Renter_Occupied_Units_5_year_lag1,Unemployment Rate_lag1,Median Household Income_lag1,Poverty Rate_lag1,Labor Force_lag1
AZ-502,maricopa county,2018,6298,3680,2618,1138,508,4652,2255,4023,1442,3949,0,0,0,42,227,1649,44,387,['AZ-502'],"['Phoenix, Mesa/Maricopa County CoC']",Major City CoC,arizona,276800.0,0.4458694437268796,961.0,1155.0,0.37,51.0,1762981.0,0.014494485,0.26,194.0,242700,0.4520764734410496,907,1126.0,0.39,64.0,1719157,0.014411807,0.27,219.0,0500000US04013,4013.0,8.0,678.12,301.52,196.89,CN0401300000000,4.0,13.0,2154368.0,2065371.0,88997.0,4.1,4410824.0,0.093754138,0.79,0.06,0.02,0.04,0.0,0.05,0.04,0.070235629,0.040590148,0.026520895,0.013059691,0.012946787,0.040058728,0.076029331,0.069880367,0.066564887,0.063629154,0.064513343,0.064493165,0.060760756,0.059185767,0.023366609,0.033084068,0.019534899,0.027581014,0.040878756,0.028471778,0.017761534,0.017489476,0.063363217,0.51,0.4583,65252.0,0.4583,12.2,1.11,5.46,89.8,71.8,0.2822025555963457,0.007721581,47794.0,1719157.0,0.027800835,24084.0,93.0,22599.0,100.0,78375.0,708580.0,3448713.0,465981.0,8635.0,51872.0,1.7544805844963034,2.272586904,14.745573095370906,7.638090932074498,7.107482163296409,0.03271082411585069,14.278511226020354,8.343112307360258,5.935398918660096,5605.0,3546.0,2059.0,225000.0,862.0,1086.0,0.4531691843784261,72.0,0.27,0.39,4.3,62223.0,13.4,2088547.0
CA-500,santa clara county,2013,7631,1957,5674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,682300.0,0.4722413767807626,1577.0,1858.0,0.44,29.0,642654.0,0.024963792,0.0,281.0,645600,0.4553801011543956,1473,1868.0,0.43,31.0,636190,0.02608894,0.0,395.0,0500000US06085,6085.0,11.65,1463.15,238.15,141.67,CN0608500000000,6.0,85.0,968154.0,904718.0,63436.0,6.6,1862041.0,0.071908191,0.47,0.03,0.0,0.33,0.0,0.11,0.05,0.063089373,0.036873517,0.024382385,0.012532485,0.01045949,0.040846039,0.073348009,0.076703467,0.075480615,0.07615031,0.073139098,0.069012444,0.071896376,0.062995928,0.02053929,0.027764158,0.017233777,0.021971589,0.027064925,0.019505478,0.016404043,0.017595209,0.065011995,0.5,0.4705,92014.0,0.4705,10.5,0.2,23.07,69.5,59.4,0.1991546505527111,0.046211492,49398.0,636190.0,0.077646615,24709.0,99.0,21442.0,92.0,23075.0,222270.0,1462598.0,133978.0,21009.0,27367.0,3.307539050374744,1.577672060265363,39.93972358,9.991528577,29.94819500634697,-0.025430443786833123,40.98191178389735,10.509972659033824,30.47193912486352,7053.0,1884.0,5169.0,656600.0,1427.0,1858.0,0.4480088539299195,31.0,0.0,0.42,8.0,91425.0,10.8,955979.0
CA-500,santa clara county,2014,7567,1893,5674,710,1037,5820,0,0,0,0,0,0,0,0,0,0,0,0,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,746500.0,0.4740746982831266,1717.0,1956.0,0.44,30.0,651171.0,0.020094266,0.0,239.0,664100,0.462528013,1541,1902.0,0.43,29.0,640439,0.024761108,0.0,361.0,0500000US06085,6085.0,13.87,1666.1,271.18,161.32,CN0608500000000,6.0,85.0,987613.0,936090.0,51523.0,5.2,1894605.0,0.070940909,0.48,0.03,0.0,0.34,0.0,0.1,0.05,0.065897113,0.036156877,0.023916331,0.011724344,0.011585528,0.040359864,0.073687655,0.077810942,0.072736006,0.077224012,0.072182328,0.064619802,0.0721818,0.061768548,0.022460618,0.02915489,0.017299648,0.020706691,0.030180433,0.022881287,0.015710399,0.015397405,0.064357478,0.5,0.4637,97532.0,0.4637,8.4,0.01,4.34,70.3,60.9,0.2069193700496748,0.050169618,46941.0,640439.0,0.073295037,23642.0,90.0,21769.0,100.0,22490.0,225900.0,1494271.0,137166.0,20969.0,27190.0,3.222909365168701,1.505081742200712,34.18065487548773,10.057120691704675,24.123534183783065,-0.14419400507308833,39.93972358,9.991528577,29.94819500634697,7631.0,1957.0,5674.0,645600.0,1473.0,1868.0,0.4553801011543956,31.0,0.0,0.43,6.6,92014.0,10.5,968154.0
CA-500,santa clara county,2015,6556,1929,4627,587,897,5072,1782,4729,2649,2889,0,0,0,84,1784,1172,176,451,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,836800.0,0.4554202911063624,1834.0,2072.0,0.44,28.0,660622.0,0.025440764,0.0,238.0,698600,0.461837418,1616,1938.0,0.43,27.0,646190,0.024746445,0.0,322.0,0500000US06085,6085.0,8.18,1802.43,293.37,174.52,CN0608500000000,6.0,85.0,1012215.0,969950.0,42265.0,4.2,1918044.0,0.068073517,0.45,0.02,0.0,0.35,0.0,0.12,0.05,0.064625212,0.036116481,0.023435333,0.012122767,0.010779732,0.040538173,0.074573367,0.078485165,0.071888862,0.076403878,0.072130775,0.063566321,0.071419112,0.063713345,0.023772135,0.02831374,0.017321292,0.022857661,0.030025901,0.022306058,0.014739495,0.017650794,0.0632144,0.5,0.4629,102340.0,0.4629,8.2,7.73,24.2,70.9,60.2,0.2099564632173375,0.050587174,47007.0,646190.0,0.072744858,23699.0,87.0,21218.0,100.0,21825.0,229055.0,1520447.0,142774.0,20685.0,26564.0,3.107572970317282,1.4354331324932734,33.98975305850468,9.883286565294815,24.106466493209865,-0.005585083658533163,34.18065487548773,10.057120691704675,24.123534183783065,7567.0,1893.0,5674.0,664100.0,1541.0,1902.0,0.462528013,29.0,0.0,0.43,5.2,97532.0,8.4,987613.0
CA-500,santa clara county,2016,6524,1897,4627,584,903,5037,1827,4657,2619,2871,0,0,0,98,1719,1193,182,461,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,925700.0,0.4615520766357706,1986.0,2228.0,0.44,31.0,665098.0,0.032110142,0.0,242.0,752400,0.4622508482542853,1727,2026.0,0.43,28.0,651905,0.024563543,0.0,299.0,0500000US06085,6085.0,9.7,1977.29,321.83,191.45,CN0608500000000,6.0,85.0,1027918.0,989048.0,38870.0,3.8,1919402.0,0.066672849,0.44,0.02,0.0,0.36,0.0,0.12,0.05,0.063216043,0.036574412,0.022762819,0.012042292,0.012107938,0.039158029,0.078557801,0.079429426,0.072789859,0.072273031,0.07172286,0.064366923,0.069443504,0.062818524,0.024109071,0.029174191,0.018038431,0.02273208,0.031301937,0.021426465,0.016411361,0.018016549,0.061526455,0.5,0.4645,111069.0,0.4645,9.4,12.68,21.45,70.3,59.6,0.2179359566727374,0.048475563,47014.0,651905.0,0.07211787,14491.0,94.0,13327.5,100.0,20860.0,231185.0,1524207.0,141955.0,20338.0,25607.0,3.014354349507646,1.3685805143264662,38.14972295788826,10.040486999736348,28.10923595815191,0.1223889415207946,33.98975305850468,9.883286565294815,24.106466493209865,6556.0,1929.0,4627.0,698600.0,1616.0,1938.0,0.461837418,27.0,0.0,0.43,4.2,102340.0,8.2,1012215.0
CA-500,santa clara county,2017,7394,1946,5448,1136,2091,4167,2404,4973,3256,3446,0,0,0,224,1457,1069,225,973,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,971300.0,0.4543530237557305,2131.0,2356.0,0.43,52.0,671151.0,0.027875818,0.2,225.0,829600,0.4581257571238682,1859,2152.0,0.43,33.0,658409,0.025692718,0.21,293.0,0500000US06085,6085.0,4.03,2056.92,334.79,199.17,CN0608500000000,6.0,85.0,1037356.0,1003683.0,33673.0,3.2,1938153.0,0.066122231,0.44,0.03,0.01,0.36,0.0,0.11,0.05,0.065531978,0.036318082,0.022643723,0.011083232,0.011562039,0.039208463,0.080562783,0.080356917,0.074317662,0.070209111,0.071477845,0.05931833,0.067912595,0.06281599,0.023673054,0.030629677,0.018142531,0.024874713,0.030759182,0.024466077,0.015749531,0.017652373,0.060734111,0.49,0.4589,119035.0,0.4589,7.4,4.74,34.59,71.3,60.3,0.2089530603459636,0.051824403,47393.0,658409.0,0.071981094,23800.0,89.0,21432.0,100.0,19970.0,233695.0,1546904.0,150748.0,20129.0,25042.0,2.9200907102186044,1.2909656966431011,37.438647377901184,9.320953566,28.117693812352588,-0.018639075853106424,38.14972295788826,10.040486999736348,28.10923595815191,6524.0,1897.0,4627.0,752400.0,1727.0,2026.0,0.4622508482542853,28.0,0.0,0.43,3.8,111069.0,9.4,1027918.0
CA-500,santa clara county,2018,7254,1806,5448,1088,2077,4089,2353,4878,3198,3373,0,0,0,206,1465,1020,245,945,['CA-500'],['San Jose/Santa Clara City & County CoC'],Major City CoC,california,1110600.0,0.4437484960190277,2225.0,2423.0,0.44,39.0,678530.0,0.031143622,0.2,198.0,913000,0.4530918589717936,2017,2288.0,0.43,35.0,665365,0.026908462,0.21,271.0,0500000US06085,6085.0,11.81,2299.86,374.34,222.69,CN0608500000000,6.0,85.0,1042538.0,1014970.0,27568.0,2.6,1937570.0,0.067114478,0.44,0.03,0.0,0.37,0.0,0.1,0.05,0.065936715,0.036423458,0.022699567,0.011394685,0.011928859,0.038653055,0.08141951,0.080496705,0.074801427,0.069651677,0.0708986,0.057046713,0.066620561,0.061992083,0.02321929,0.032695077,0.019459942,0.02343554,0.032273931,0.023455153,0.016847391,0.019362913,0.059287148,0.49,0.4751,126606.0,0.4751,7.2,5.45,23.59,70.6,59.4,0.2184716727407378,0.051810532,48157.0,665365.0,0.072376816,24173.0,88.0,21549.0,100.0,19060.0,235795.0,1550600.0,146426.0,19704.0,24289.0,2.8371598091061525,1.2292015993808847,50.34618840035438,9.253822388855577,41.09236601149881,0.3447651538306402,37.438647377901184,9.320953566,28.117693812352588,7394.0,1946.0,5448.0,829600.0,1859.0,2152.0,0.4581257571238682,33.0,0.21,0.43,3.2,119035.0,7.4,1037356.0
CA-502,alameda county,2013,4264,1927,2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['CA-502'],"['Oakland, Berkeley/Alameda County CoC']",Major City CoC,california,518900.0,0.5081123921463072,1236.0,1549.0,0.48,36.0,587829.0,0.016830093,0.0,313.0,493800,0.4994218203056708,1200,1566.0,0.47,43.0,584652,0.017735304,0.0,366.0,0500000US06001,6001.0,13.74,1215.23,218.28,148.92,CN0600100000000,6.0,1.0,799847.0,741222.0,58625.0,7.3,1578891.0,0.093181227,0.45,0.12,0.01,0.27,0.01,0.08,0.07,0.058447987,0.035103753,0.025597714,0.011998295,0.014339812,0.042519718,0.076703205,0.079268297,0.072127842,0.076727906,0.070403847,0.062550233,0.071110039,0.064041786,0.022351131,0.033747738,0.019632134,0.02194515,0.027923397,0.020404828,0.014669157,0.017136078,0.061249953,0.51,0.4755,72399.0,0.4755,12.9,0.11,19.51,69.7,60.1,0.2174721550173624,0.2035898194883205,68572.0,584652.0,0.117286865,34286.0,98.0,30769.0,90.0,27975.0,202205.0,1261319.0,142984.0,16292.0,37255.0,4.245317798273077,2.217916324101992,26.51899130994009,12.01176221552764,14.507229094412452,-0.018044167252752707,27.006297458152588,12.20476904358819,14.801528414564402,4257.0,2045.0,2212.0,514900.0,1189.0,1565.0,0.4966742976734116,44.0,0.0,0.46,8.8,70500.0,13.1,796456.0
CA-502,alameda county,2014,4272,1935,2337,632,492,3148,0,0,0,0,0,0,0,0,0,0,0,0,['CA-502'],"['Oakland, Berkeley/Alameda County CoC']",Major City CoC,california,587600.0,0.4921805059737619,1312.0,1605.0,0.48,27.0,592393.0,0.017130914,0.0,293.0,509300,0.5024741530783693,1233,1590.0,0.47,39.0,587071,0.017751308,0.0,357.0,0500000US06001,6001.0,15.93,1408.85,253.06,172.64,CN0600100000000,6.0,1.0,806326.0,758819.0,47507.0,5.9,1610921.0,0.085387179,0.44,0.11,0.01,0.28,0.01,0.09,0.06,0.058002224,0.034013462,0.024659186,0.011267467,0.013910055,0.042251606,0.079216796,0.080279542,0.075960274,0.072821076,0.069006488,0.061230191,0.071123289,0.064234683,0.022958295,0.033485193,0.019176608,0.024821205,0.027897085,0.019150536,0.016140456,0.017540897,0.060853388,0.51,0.4642,77214.0,0.4642,12.5,0.01,4.38,70.6,61.8,0.2194526552640935,0.1890181011591966,66361.0,587071.0,0.1130374349950857,33511.0,93.0,32049.0,100.0,27635.0,205915.0,1291680.0,144726.0,16312.0,36508.0,4.089248110987241,2.1394617862009166,24.66098772139188,10.029208620358132,14.631779101033748,-0.07006313199596614,26.51899130994009,12.01176221552764,14.507229094412452,4264.0,1927.0,2337.0,493800.0,1200.0,1566.0,0.4994218203056708,43.0,0.0,0.47,7.3,72399.0,12.9,799847.0
CA-502,alameda county,2015,4040,1643,2397,541,414,3085,1529,2484,760,1279,0,0,0,43,365,2143,106,104,['CA-502'],"['Oakland, Berkeley/Alameda County CoC']",Major City CoC,california,656700.0,0.4927565044197288,1435.0,1719.0,0.48,23.0,595871.0,0.026756297,0.0,284.0,543100,0.5000359490356198,1272,1614.0,0.47,32.0,589858,0.020210876,0.0,342.0,0500000US06001,6001.0,9.29,1539.67,276.56,188.67,CN0600100000000,6.0,1.0,819008.0,779897.0,39111.0,4.8,1638215.0,0.084642736,0.43,0.11,0.01,0.29,0.01,0.1,0.06,0.057757987,0.033412586,0.024205004,0.011069976,0.012071065,0.041729565,0.081517994,0.081197523,0.075131775,0.073525758,0.069418239,0.060146562,0.069501866,0.066841654,0.024075594,0.030923902,0.020284883,0.025314748,0.028911956,0.021358613,0.014549372,0.016981288,0.060072091,0.51,0.463,81717.0,0.463,11.4,5.65,19.78,70.9,61.0,0.223479007,0.1942316373846017,66653.0,589858.0,0.1129983826615897,33682.0,91.0,31742.0,100.0,26595.0,209210.0,1318973.0,153600.0,16303.0,35623.0,3.9368508680617422,2.016341502,25.1562173788496,10.608701562902077,14.547515815947524,0.02008150131911135,24.66098772139188,10.029208620358132,14.631779101033748,4272.0,1935.0,2337.0,509300.0,1233.0,1590.0,0.5024741530783693,39.0,0.0,0.47,5.9,77214.0,12.5,806326.0
CA-502,alameda county,2016,4145,1748,2397,568,399,3178,1571,2547,818,1332,0,0,0,30,372,2183,107,121,['CA-502'],"['Oakland, Berkeley/Alameda County CoC']",Major City CoC,california,713600.0,0.4723487455879553,1535.0,1838.0,0.48,21.0,599780.0,0.031224869,0.0,303.0,593500,0.4962657709996675,1344,1673.0,0.47,28.0,592796,0.02271515,0.0,329.0,0500000US06001,6001.0,11.43,1715.62,308.16,210.23,CN0600100000000,6.0,1.0,831827.0,796037.0,35790.0,4.3,1647704.0,0.084090953,0.42,0.11,0.01,0.29,0.01,0.1,0.06,0.057435073,0.033556998,0.023902958,0.011932969,0.013044819,0.037927929,0.082827984,0.082837087,0.073544763,0.074213572,0.069651467,0.059334686,0.067797371,0.065165831,0.024230687,0.032507052,0.018490578,0.025797716,0.033016246,0.020192947,0.015572579,0.017668222,0.059350466,0.51,0.4604,89979.0,0.4604,10.7,9.38,16.03,69.8,60.1,0.2204717837431793,0.2014121844676381,67089.0,592796.0,0.1131738405792211,14491.0,94.0,13327.5,100.0,25555.0,211670.0,1328629.0,148767.0,16371.0,34588.0,3.835457452757692,1.9234112758339608,33.844599835256346,10.618149459773088,23.22645037548326,0.3453771417841067,25.1562173788496,10.608701562902077,14.547515815947524,4040.0,1643.0,2397.0,543100.0,1272.0,1614.0,0.5000359490356198,32.0,0.0,0.47,4.8,81717.0,11.4,819008.0
CA-502,alameda county,2017,5629,1766,3863,480,1005,4144,2295,3277,952,1710,0,0,0,42,832,2747,130,168,['CA-502'],"['Oakland, Berkeley/Alameda County CoC']",Major City CoC,california,781000.0,0.4761207466539161,1660.0,1960.0,0.47,27.0,606053.0,0.031048364,0.24,300.0,649100,0.4889810510727254,1447,1779.0,0.47,26.0,596898,0.023998805,0.24,332.0,0500000US06001,6001.0,7.05,1836.54,329.88,225.05,CN0600100000000,6.0,1.0,838175.0,807100.0,31075.0,3.7,1663190.0,0.083963348,0.4,0.11,0.01,0.3,0.01,0.11,0.07,0.058075746,0.033127304,0.023211419,0.01271833,0.01119355,0.037337887,0.083194945,0.083410194,0.078372886,0.071051413,0.069447868,0.057398133,0.065907082,0.063239317,0.023708055,0.035193814,0.019311083,0.027608992,0.032910852,0.022107516,0.015527991,0.017317324,0.058628299,0.51,0.4571,96296.0,0.4571,9.2,4.28,26.28,71.2,60.9,0.2265449541864805,0.2020004851060881,67074.0,596898.0,0.1123709578520953,33655.0,90.0,30953.0,100.0,24430.0,214485.0,1346578.0,140966.0,16397.0,33769.0,3.725443309,1.814228362560505,32.97429193167794,9.797492489889024,23.176799441788912,-0.025714823275050147,33.844599835256346,10.618149459773088,23.22645037548326,4145.0,1748.0,2397.0,593500.0,1344.0,1673.0,0.4962657709996675,28.0,0.0,0.47,4.3,89979.0,10.7,831827.0
CA-502,alameda county,2018,5496,1633,3863,479,930,4087,2241,3191,929,1630,0,0,0,41,805,2722,116,182,['CA-502'],"['Oakland, Berkeley/Alameda County CoC']",Major City CoC,california,842000.0,0.4668405099903712,1791.0,2087.0,0.46,45.0,615129.0,0.028675206,0.24,296.0,707800,0.4800848597125526,1566,1904.0,0.47,27.0,601942,0.026920593,0.24,338.0,0500000US06001,6001.0,8.94,2000.68,359.36,245.16,CN0600100000000,6.0,1.0,841578.0,815841.0,25737.0,3.1,1666753.0,0.084471424,0.39,0.1,0.01,0.31,0.01,0.12,0.07,0.059824101,0.032940094,0.023030407,0.011651996,0.01313032,0.034993187,0.082408731,0.084956199,0.082173543,0.068662843,0.069247213,0.054670368,0.064048482,0.064389865,0.023764169,0.033748252,0.019381396,0.027355583,0.035303971,0.023272195,0.016448148,0.016537543,0.058061392,0.51,0.4591,102125.0,0.4591,8.9,3.73,19.87,69.9,59.8,0.2200540228679324,0.19180367,67860.0,601942.0,0.112735114,34048.0,88.0,30459.0,100.0,23135.0,217580.0,1352338.0,136417.0,16256.0,32839.0,3.630379387,1.7107409538148006,47.99773114688969,10.23137874110962,37.76635240578007,0.4556106692553099,32.97429193167794,9.797492489889024,23.176799441788912,5629.0,1766.0,3863.0,649100.0,1447.0,1779.0,0.4889810510727254,26.0,0.24,0.47,3.7,96296.0,9.2,838175.0
CA-503,sacramento county,2013,2538,1752,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['CA-503'],['Sacramento City & County CoC'],Major City CoC,california,238000.0,0.5291978151979663,890.0,1159.0,0.46,56.0,558823.0,0.011967421,0.0,269.0,234200,0.548709706,899,1232.0,0.43,64.0,557331,0.011567097,0.0,333.0,0500000US06067,6067.0,17.33,651.35,150.32,137.0,CN0606700000000,6.0,67.0,677831.0,616885.0,60946.0,9.0,1462131.0,0.094984649,0.6,0.1,0.01,0.15,0.01,0.07,0.07,0.06932279,0.041555784,0.024944413,0.015092355,0.014802367,0.043431129,0.076112879,0.073057065,0.063435492,0.066465317,0.065624763,0.068049306,0.069317318,0.064646738,0.022482254,0.029537709,0.018616663,0.02155142,0.029047329,0.02141053,0.016803556,0.016793297,0.067899525,0.51,0.4602,52936.0,0.4602,19.0,0.22,21.08,76.0,63.3,0.2360117363942537,0.049183731,39702.0,557331.0,0.071235944,19851.0,97.0,18770.0,99.0,41060.0,223715.0,1128425.0,173510.0,10400.0,56492.0,5.927908367857855,3.638699957905931,16.524676355205646,11.221125675258058,5.303550679947585,-0.048020426953775064,17.358225767732165,11.982510459049156,5.375715308683012,2812.0,1857.0,955.0,249800.0,895.0,1253.0,0.5446467193726818,67.0,0.0,0.42,10.7,52667.0,19.6,679873.0
CA-503,sacramento county,2014,2449,1663,786,477,206,1766,0,0,0,0,0,0,0,0,0,0,0,0,['CA-503'],['Sacramento City & County CoC'],Major City CoC,california,273800.0,0.5175158172378679,900.0,1159.0,0.46,61.0,561905.0,0.011097672,0.0,259.0,236500,0.5412078075193223,906,1217.0,0.44,60.0,558694,0.011883494,0.0,311.0,0500000US06067,6067.0,15.28,750.89,173.29,157.93,CN0606700000000,6.0,67.0,677696.0,627615.0,50081.0,7.4,1482026.0,0.09357798,0.59,0.1,0.01,0.15,0.01,0.08,0.06,0.067071698,0.040611973,0.02461023,0.013407997,0.014660337,0.043059973,0.077298914,0.073518278,0.063797801,0.06679235,0.064548125,0.069367879,0.068162097,0.06256368,0.023171658,0.033052726,0.021377493,0.022816739,0.028452942,0.02180596,0.016661651,0.0165962,0.066593299,0.51,0.468,55842.0,0.468,18.2,0.02,5.53,76.8,64.7,0.248924581,0.046774811,38901.0,558694.0,0.069628455,19502.0,97.0,19232.0,100.0,41315.0,229755.0,1143245.0,183302.0,10732.0,56979.0,5.922702482844885,3.613836054389042,17.71090396214036,11.396523760519806,6.3143802016205575,0.07178522480175697,16.524676355205646,11.221125675258058,5.303550679947585,2538.0,1752.0,786.0,234200.0,899.0,1232.0,0.548709706,64.0,0.0,0.43,9.0,52936.0,19.0,677831.0
CA-503,sacramento county,2015,2659,1711,948,452,303,1904,920,1737,451,1485,0,0,0,34,141,921,22,56,['CA-503'],['Sacramento City & County CoC'],Major City CoC,california,301200.0,0.5107452510930514,943.0,1211.0,0.46,43.0,563670.0,0.013892633,0.0,268.0,248400,0.5292501824112623,911,1206.0,0.45,56.0,560271,0.012026498,0.0,295.0,0500000US06067,6067.0,6.21,797.52,184.05,167.74,CN0606700000000,6.0,67.0,684577.0,643295.0,41282.0,6.0,1501335.0,0.096717921,0.6,0.1,0.01,0.16,0.01,0.06,0.07,0.065419776,0.039885835,0.02360699,0.014780179,0.012166505,0.041843426,0.078763234,0.075041879,0.066937759,0.062594957,0.064008366,0.069925766,0.066799215,0.06594331,0.023676928,0.031292816,0.020179374,0.0262926,0.029687578,0.019972891,0.017561037,0.017985992,0.065633586,0.51,0.4558,58942.0,0.4558,16.9,5.86,18.69,77.3,64.1,0.2394947595968655,0.044575727,38836.0,560271.0,0.069316456,19455.0,98.0,19544.0,100.0,41020.0,234660.0,1166355.0,173274.0,11080.0,56806.0,5.820354866,3.516939525,16.507534038535187,10.247877131122644,6.259656907412543,-0.06794514419916409,17.71090396214036,11.396523760519806,6.3143802016205575,2449.0,1663.0,786.0,236500.0,906.0,1217.0,0.5412078075193223,60.0,0.0,0.44,7.4,55842.0,18.2,677696.0
CA-503,sacramento county,2016,2500,1552,948,358,298,1844,851,1646,381,1365,0,0,0,36,149,891,22,37,['CA-503'],['Sacramento City & County CoC'],Major City CoC,california,326800.0,0.5206430337317552,980.0,1237.0,0.45,35.0,565813.0,0.012575455,0.0,257.0,271300,0.5245959241040056,936,1215.0,0.45,51.0,562003,0.012384917,0.0,279.0,0500000US06067,6067.0,9.43,872.75,201.42,183.56,CN0606700000000,6.0,67.0,693979.0,656360.0,37619.0,5.4,1514460.0,0.094234249,0.58,0.1,0.01,0.15,0.01,0.08,0.07,0.070448213,0.03974552,0.022727573,0.011501789,0.011761948,0.042275795,0.080488755,0.074895342,0.066561679,0.063025765,0.064848197,0.063964713,0.064491634,0.063195462,0.02475998,0.033556515,0.020036845,0.026672213,0.032481545,0.023187143,0.01535861,0.018445519,0.065569246,0.51,0.4649,59780.0,0.4649,16.4,10.18,15.4,76.6,63.2,0.2464488656552649,0.047077391,38720.0,562003.0,0.068896429,14491.0,94.0,13327.5,100.0,40265.0,239995.0,1179010.0,171752.0,11366.0,56196.0,5.730400929593473,3.415153391404653,23.944623566344248,10.538247697820813,13.406375868523437,0.45052698425142834,16.507534038535187,10.247877131122644,6.259656907412543,2659.0,1711.0,948.0,248400.0,911.0,1206.0,0.5292501824112623,56.0,0.0,0.45,6.0,58942.0,16.9,684577.0
