CoC Number,County,Year,Overall Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Hispanic/Latino,Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Black or African American,Overall Homeless - Asian,Overall Homeless - American Indian or Alaska Native,CoC Number Original,CoC Name,CoC Category,State,Median_House_Values_1_year,Percentage_of_Households_with_Cost_Burden_1_year,Median_Rent_1_year,Median_Gross_Rent_1_year,Share_of_Renter_Occupied_Units_1_year,Rental_Vacancy_Rates_1_year,Total_Housing_Units_1_year,Share_of_Overcrowded_Housing_Units_1_year,Share_of_Single_Person_Households_1_year,Median_Rental_Utility_Cost_1_year,Median_House_Values_5_year,Percentage_of_Households_with_Cost_Burden_5_year,Median_Rent_5_year,Median_Gross_Rent_5_year,Share_of_Renter_Occupied_Units_5_year,Rental_Vacancy_Rates_5_year,Total_Housing_Units_5_year,Share_of_Overcrowded_Housing_Units_5_year,Share_of_Single_Person_Households_5_year,Median_Rental_Utility_Cost_5_year,Geography,FIPS code,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,LAUS Code,State FIPS,County FIPS,Labor Force,Employed,Unemployed,Unemployment Rate,Total Population,Share of Single-Adult Households,Estimate Total White alone,Estimate Total Black or African American alone,Estimate Total American Indian and Alaska Native alone,Estimate Total Asian alone,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,Estimate Total Two or more races,Estimate Total  10 to 14 years,Estimate Total  15 to 17 years,Estimate Total  18 and 19 years,Estimate Total  20 years,Estimate Total  21 years,Estimate Total  22 to 24 years,Estimate Total  25 to 29 years,Estimate Total  30 to 34 years,Estimate Total  35 to 39 years,Estimate Total  40 to 44 years,Estimate Total  45 to 49 years,Estimate Total  5 to 9 years,Estimate Total  50 to 54 years,Estimate Total  55 to 59 years,Estimate Total  60 and 61 years,Estimate Total  62 to 64 years,Estimate Total  65 and 66 years,Estimate Total  67 to 69 years,Estimate Total  70 to 74 years,Estimate Total  75 to 79 years,Estimate Total  80 to 84 years,Estimate Total  85 years and over,Estimate Total  Under 5 years,Proportion of Females,Estimate Gini Index,Median Household Income,Gini Index,Poverty Rate,JanuaryPrecipitation,YearlyPrecipitation,SummerTemperature,JanuaryTemperature,Share of Families Receiving Cash Assistance,Percentage of Homes Built before 1940,HUD_Assisted_Total_Units,Total Housing Units,Share of HUD-Assisted Units,HUD_Subsidized_Total_Units,pct_occupied,number_reported,pct_reported,Disabled workers,Total,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,With a Disability Estimate Population Age 16 and Over,Aged,Blind and disabled,SSI Participation Rate (Percent),SSDI Participation Rate (Percent),total_homeless_per_10k,total_sheltered_homeless_per_10k,unsheltered_homeless_per_10k,pct_change_total_homeless_per_10k,total_homeless_per_10k_lag1,total_sheltered_homeless_per_10k_lag1,unsheltered_homeless_per_10k_lag1,Overall Homeless_lag1,Sheltered Total Homeless_lag1,Unsheltered Homeless_lag1,Median_House_Values_5_year_lag1,Median_Rent_5_year_lag1,Median_Gross_Rent_5_year_lag1,Percentage_of_Households_with_Cost_Burden_5_year_lag1,Rental_Vacancy_Rates_5_year_lag1,Share_of_Single_Person_Households_5_year_lag1,Share_of_Renter_Occupied_Units_5_year_lag1,Unemployment Rate_lag1,Median Household Income_lag1,Poverty Rate_lag1,Labor Force_lag1
CA-601,san diego county,2013,8879,4305,4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['CA-601'],['San Diego City and County CoC'],Major City CoC,california,411000.0,0.5365249099052868,1214.0,1473.0,0.47,41.0,1176799.0,0.021821205,0.0,259.0,402100,0.5501386814593556,1219,1539.0,0.46,47.0,1169496,0.020253919,0.0,320.0,0500000US06073,6073.0,10.28,931.11,203.94,160.34,CN0607300000000,6.0,73.0,1537644.0,1415625.0,122019.0,7.9,3211252.0,0.083435059,0.71,0.05,0.01,0.11,0.0,0.06,0.05,0.060716817,0.03762738,0.029276743,0.017268966,0.016947284,0.05061079,0.082847438,0.075809996,0.06662199,0.065863408,0.064956285,0.062864889,0.067367183,0.060517206,0.022275113,0.030026606,0.018819451,0.021237823,0.027837741,0.01959267,0.017080565,0.018839381,0.064994276,0.5,0.4789,61426.0,0.4789,15.2,0.14,10.64,75.6,64.1,0.2255690433819315,0.042077704,85032.0,1169496.0,0.072708244,42516.0,98.0,37858.0,96.0,51085.0,452445.0,2467755.0,285291.0,23867.0,60960.0,3.4374157888445165,2.0701001517573663,26.06459275529343,13.853517969278348,12.211074786015086,-0.05732655012251897,27.649651911466304,13.405986201020662,14.243665710445644,10013.0,4371.0,5642.0,419400.0,1210.0,1547.0,0.5484554771591904,50.0,0.0,0.45,9.3,60330.0,15.0,1536925.0
CA-601,san diego county,2014,8506,4521,3985,1215,579,6712,0,0,0,0,0,0,0,0,0,0,0,0,['CA-601'],['San Diego City and County CoC'],Major City CoC,california,457300.0,0.5335542746446105,1295.0,1536.0,0.48,36.0,1187693.0,0.01817764,0.0,241.0,412800,0.544189838,1241,1542.0,0.47,45.0,1174901,0.020355948,0.0,301.0,0500000US06073,6073.0,12.0,1042.87,228.42,179.59,CN0607300000000,6.0,73.0,1537512.0,1437398.0,100114.0,6.5,3263431.0,0.079735407,0.71,0.05,0.0,0.12,0.0,0.06,0.05,0.058540842,0.036741086,0.028390672,0.016348438,0.015853254,0.051220939,0.084709007,0.076663487,0.063909119,0.067735154,0.063718522,0.06252009,0.066995748,0.060424749,0.023804395,0.029862436,0.017470877,0.023481728,0.029966315,0.021578823,0.017354741,0.017201528,0.06550805,0.5,0.4669,66192.0,0.4669,14.7,0.6,6.44,75.4,65.6,0.2350185755684231,0.044911438,78258.0,1174901.0,0.066608165,39196.0,95.0,37506.0,100.0,51475.0,464905.0,2520618.0,291214.0,24045.0,61292.0,3.385558620941372,2.042157915241421,26.49475484471837,13.898987156014464,12.595767688703909,0.016503695011216957,26.06459275529343,13.853517969278348,12.211074786015086,8879.0,4305.0,4574.0,402100.0,1219.0,1539.0,0.5501386814593556,47.0,0.0,0.46,7.9,61426.0,15.2,1537644.0
CA-601,san diego county,2015,8742,4586,4156,1278,846,6618,3170,5553,2410,5704,0,0,0,159,465,2045,99,270,['CA-601'],['San Diego City and County CoC'],Major City CoC,california,485900.0,0.5410384820601147,1348.0,1573.0,0.48,33.0,1194494.0,0.021812843,0.0,225.0,429600,0.5407879971577121,1255,1534.0,0.47,41.0,1180806,0.020040086,0.0,279.0,0500000US06073,6073.0,4.34,1088.12,238.33,187.38,CN0607300000000,6.0,73.0,1548794.0,1467686.0,81108.0,5.2,3299521.0,0.083913998,0.71,0.05,0.01,0.12,0.0,0.07,0.05,0.057603816,0.036103422,0.027718266,0.016028993,0.018285381,0.04768571,0.085396335,0.076860247,0.068489638,0.062838818,0.063635904,0.061762298,0.065736208,0.060716086,0.023288229,0.031833712,0.019018518,0.024922405,0.030124979,0.02053389,0.018383881,0.017853197,0.065180067,0.5,0.4589,67320.0,0.4589,13.8,4.03,8.53,75.6,64.6,0.2397510623402419,0.046160969,78828.0,1180806.0,0.066757791,39506.0,95.0,37771.0,100.0,51075.0,475805.0,2561111.0,308658.0,24201.0,60764.0,3.3175055669199818,1.9942517134165605,26.129161669553664,11.239548259979884,14.88961340957378,-0.013798700056195656,26.49475484471837,13.898987156014464,12.595767688703909,8506.0,4521.0,3985.0,412800.0,1241.0,1542.0,0.544189838,45.0,0.0,0.47,6.5,66192.0,14.7,1537512.0
CA-601,san diego county,2016,8669,3729,4940,1213,966,6490,2953,5674,2469,5464,0,0,0,128,930,1836,117,194,['CA-601'],['San Diego City and County CoC'],Major City CoC,california,527600.0,0.546723906,1415.0,1655.0,0.48,38.0,1202397.0,0.021937423,0.0,240.0,454600,0.5405882725175601,1307,1578.0,0.47,38.0,1187644,0.020949518,0.0,271.0,0500000US06073,6073.0,7.39,1168.56,255.95,201.23,CN0607300000000,6.0,73.0,1563246.0,1489143.0,74103.0,4.7,3317749.0,0.080565468,0.72,0.05,0.01,0.12,0.0,0.05,0.05,0.059960232,0.035667858,0.027331483,0.01588125,0.015397488,0.047996096,0.086712105,0.077261119,0.068995575,0.061924214,0.063865892,0.059511132,0.063635013,0.061427793,0.023761894,0.03191019,0.020379782,0.025120345,0.031541265,0.021921791,0.015996087,0.019415875,0.064385522,0.5,0.4644,70824.0,0.4644,12.3,5.78,12.51,76.9,64.7,0.2387174288503416,0.041365705,79350.0,1187644.0,0.066812951,14491.0,94.0,13327.5,100.0,49840.0,485305.0,2571748.0,306340.0,24158.0,59728.0,3.261828141793053,1.9379814818559205,27.444171633931905,10.603157577782206,16.841014056149696,0.050327292586295425,26.129161669553664,11.239548259979884,14.88961340957378,8742.0,4586.0,4156.0,429600.0,1255.0,1534.0,0.5407879971577121,41.0,0.0,0.47,5.2,67320.0,13.8,1548794.0
CA-601,san diego county,2017,9160,3539,5621,1055,1434,6671,3074,5977,2482,5700,0,0,0,138,778,2064,192,288,['CA-601'],['San Diego City and County CoC'],Major City CoC,california,563800.0,0.5496516311298605,1506.0,1735.0,0.47,35.0,1214271.0,0.02201046,0.24,229.0,484900,0.5421043063940527,1381,1645.0,0.47,36.0,1195868,0.021319752,0.24,264.0,0500000US06073,6073.0,7.08,1251.32,274.08,215.48,CN0607300000000,6.0,73.0,1570791.0,1507180.0,63611.0,4.0,3337685.0,0.079529374,0.7,0.05,0.01,0.12,0.0,0.07,0.05,0.061832977,0.035322087,0.026885401,0.014839327,0.015846313,0.046218562,0.086572579,0.078107431,0.067515958,0.065643702,0.063336414,0.057562053,0.062285386,0.062792325,0.022984793,0.032517748,0.019495549,0.025759171,0.033721876,0.022485046,0.01592481,0.018794164,0.063556327,0.5,0.4624,76207.0,0.4624,11.8,2.55,14.92,76.8,65.8,0.248725647,0.04461607,79602.0,1195868.0,0.066564203,39871.0,94.0,37880.0,100.0,48835.0,496190.0,2592802.0,290847.0,24103.0,59082.0,3.2083051463243244,1.8834835826260548,25.650811577800084,10.725724150885156,14.925087426914928,-0.06534575282696875,27.444171633931905,10.603157577782206,16.841014056149696,8669.0,3729.0,4940.0,454600.0,1307.0,1578.0,0.5405882725175601,38.0,0.0,0.47,4.7,70824.0,12.3,1563246.0
CA-601,san diego county,2018,8576,3586,4990,1014,892,6670,2761,5747,2358,5587,0,0,0,123,396,2081,104,285,['CA-601'],['San Diego City and County CoC'],Major City CoC,california,606200.0,0.5564760938672539,1578.0,1785.0,0.47,43.0,1224390.0,0.024538624,0.24,207.0,526300,0.5447161438991411,1465,1723.0,0.47,36.0,1204884,0.021805573,0.24,258.0,0500000US06073,6073.0,6.01,1326.55,290.56,228.44,CN0607300000000,6.0,73.0,1579787.0,1526622.0,53165.0,3.4,3343364.0,0.080137251,0.71,0.05,0.01,0.12,0.0,0.06,0.05,0.061610402,0.034835872,0.027132852,0.014987599,0.01543595,0.045087822,0.08581028,0.079049724,0.072324162,0.061482686,0.062693144,0.057481925,0.061075312,0.061052281,0.023613642,0.033658914,0.019945779,0.026221793,0.035277643,0.024130487,0.01727691,0.017670825,0.062143996,0.5,0.4631,79079.0,0.4631,11.4,2.92,9.56,77.0,64.3,0.250323482,0.043780168,80304.0,1204884.0,0.06664874,40222.0,91.0,36705.0,100.0,47305.0,506500.0,2592380.0,298741.0,23768.0,58427.0,3.1706385637908023,1.824771059798332,24.26961983986005,10.861718284291843,13.407901555568204,-0.05384592739885896,25.650811577800084,10.725724150885156,14.925087426914928,9160.0,3539.0,5621.0,484900.0,1381.0,1645.0,0.5421043063940527,36.0,0.24,0.47,4.0,76207.0,11.8,1570791.0
CA-604,kern county,2013,1152,547,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['CA-604'],['Bakersfield/Kern County CoC'],Major City CoC,california,161000.0,0.5230296142790294,744.0,962.0,0.47,55.0,288383.0,0.016735165,0.0,218.0,161700,0.52114688,738,1005.0,0.42,60.0,285895,0.021189246,0.0,267.0,0500000US06029,6029.0,13.49,442.29,156.23,147.55,CN0602900000000,6.0,29.0,392205.0,345564.0,46641.0,11.9,864124.0,0.059566683,0.75,0.06,0.01,0.05,0.0,0.11,0.03,0.078482949,0.048004685,0.029660095,0.018140915,0.016065981,0.048093792,0.076944975,0.071172656,0.064708306,0.061171776,0.060443871,0.086469072,0.061767756,0.050996153,0.022026931,0.025347057,0.016513834,0.017215122,0.024420106,0.017293814,0.011621017,0.00931695,0.084122186,0.49,0.4562,46879.0,0.4562,22.8,0.16,5.97,79.7,63.6,0.2182221642083279,0.051965615,12348.0,285895.0,0.043190682,6174.0,92.0,5505.0,99.0,20165.0,113340.0,606850.0,88673.0,5439.0,28771.0,5.6373074071022495,3.3228969267529043,11.342470577608452,6.597384600080723,4.745085978,-0.14919261758634317,13.331420027681212,6.330110030504881,7.001309997176331,1352.0,519.0,833.0,171200.0,722.0,1009.0,0.5272070401174641,61.0,0.0,0.41,13.4,45910.0,23.8,391269.0
CA-604,kern county,2014,992,577,415,178,87,727,0,0,0,0,0,0,0,0,0,0,0,0,['CA-604'],['Bakersfield/Kern County CoC'],Major City CoC,california,183100.0,0.496486108,739.0,968.0,0.43,52.0,291469.0,0.015830892,0.0,229.0,161800,0.5176761501046168,746,999.0,0.43,56.0,287775,0.020373481,0.0,253.0,0500000US06029,6029.0,13.68,502.79,177.6,167.74,CN0602900000000,6.0,29.0,391896.0,350628.0,41268.0,10.5,874589.0,0.057576759,0.76,0.05,0.01,0.05,0.0,0.09,0.04,0.077823984,0.047623512,0.029964932,0.019287917,0.015763976,0.045762067,0.077471818,0.072543789,0.063385202,0.062344713,0.058973987,0.085052522,0.061013802,0.05502699,0.01972698,0.025591449,0.013318256,0.017575112,0.028158369,0.019318789,0.010095027,0.010422038,0.083754769,0.49,0.4608,47644.0,0.4608,24.8,0.81,2.95,79.5,64.8,0.2230578341141924,0.049339724,11402.0,287775.0,0.039621232,5743.0,89.0,5119.0,100.0,19990.0,114465.0,616163.0,85849.0,5493.0,28698.0,5.549018684990823,3.2442714022101296,10.814168601276844,6.177905542658154,4.636263058618688,-0.046577328344544866,11.342470577608452,6.597384600080723,4.745085978,1152.0,547.0,605.0,161700.0,738.0,1005.0,0.52114688,60.0,0.0,0.42,11.9,46879.0,22.8,392205.0
CA-604,kern county,2015,954,545,409,150,66,738,294,660,289,704,0,0,0,3,74,128,26,19,['CA-604'],['Bakersfield/Kern County CoC'],Major City CoC,california,197100.0,0.4887383839974799,766.0,990.0,0.43,57.0,293589.0,0.022755847,0.0,224.0,167400,0.5105929380413058,741,988.0,0.43,56.0,289529,0.020492876,0.0,247.0,0500000US06029,6029.0,4.67,526.28,185.9,175.57,CN0602900000000,6.0,29.0,390138.0,350050.0,40088.0,10.3,882176.0,0.058487195,0.78,0.06,0.01,0.05,0.0,0.08,0.03,0.082069791,0.046277614,0.029234529,0.015776897,0.015937863,0.047965485,0.078801736,0.072770059,0.062391178,0.06281513,0.058467925,0.081777332,0.060067379,0.05591628,0.020400691,0.026185251,0.015812038,0.021798371,0.023358151,0.015399421,0.013322738,0.011200713,0.082253428,0.49,0.4609,51342.0,0.4609,21.9,2.49,6.82,79.2,63.6,0.234707062,0.039098876,11435.0,289529.0,0.03949518,5761.0,96.0,5498.0,100.0,19980.0,116820.0,623637.0,83719.0,5470.0,28276.0,5.411160659165508,3.203786818293334,12.05938597720584,6.340501905541214,5.7188840716646245,0.11514684316850499,10.814168601276844,6.177905542658154,4.636263058618688,992.0,577.0,415.0,161800.0,746.0,999.0,0.5176761501046168,56.0,0.0,0.43,10.5,47644.0,24.8,391896.0
CA-604,kern county,2016,1067,561,506,121,94,852,283,783,279,694,0,0,0,10,126,182,3,52,['CA-604'],['Bakersfield/Kern County CoC'],Major City CoC,california,204200.0,0.5168228315997593,774.0,1017.0,0.43,50.0,295240.0,0.027297038,0.0,243.0,175600,0.5101213858512935,755,999.0,0.43,56.0,291292,0.020340249,0.0,244.0,0500000US06029,6029.0,3.0,542.09,191.48,180.85,CN0602900000000,6.0,29.0,388109.0,347692.0,40417.0,10.4,884788.0,0.067254529,0.73,0.05,0.01,0.05,0.0,0.12,0.04,0.082004955,0.047046298,0.02738057,0.014804676,0.015745015,0.047997938,0.080206784,0.073639109,0.066181955,0.058838954,0.057757338,0.082602838,0.058012767,0.058062496,0.018430404,0.027624697,0.016949823,0.020986948,0.024949479,0.016211793,0.012308033,0.012091032,0.080166096,0.49,0.4644,49903.0,0.4644,22.7,5.12,7.24,80.4,63.4,0.2238507156326941,0.037897981,11621.0,291292.0,0.039894676,14491.0,94.0,13327.5,100.0,19705.0,119090.0,622957.0,86781.0,5467.0,27965.0,5.366662546532104,3.1631396709564226,9.069340144,6.057423478842125,3.011916665080465,-0.24794345573294552,12.05938597720584,6.340501905541214,5.7188840716646245,954.0,545.0,409.0,167400.0,741.0,988.0,0.5105929380413058,56.0,0.0,0.43,10.3,51342.0,21.9,390138.0
CA-604,kern county,2017,810,541,269,119,68,623,244,564,177,533,0,0,0,17,102,130,10,18,['CA-604'],['Bakersfield/Kern County CoC'],Major City CoC,california,205700.0,0.5069159768321388,801.0,1010.0,0.42,53.0,297873.0,0.032762765,0.21,209.0,190600,0.5075068985885444,774,1021.0,0.43,53.0,293548,0.021740197,0.2,247.0,0500000US06029,6029.0,3.94,563.46,199.03,187.97,CN0602900000000,6.0,29.0,384073.0,348493.0,35580.0,9.3,893119.0,0.062458642,0.75,0.05,0.01,0.05,0.0,0.1,0.03,0.081250091,0.0466444,0.028827066,0.015948603,0.016459173,0.041170326,0.082631766,0.073016026,0.067652799,0.058928318,0.058003469,0.083548777,0.055661116,0.055043057,0.019225881,0.030848073,0.013886167,0.021171871,0.030094534,0.018117407,0.012327585,0.010743249,0.078800249,0.49,0.4595,49854.0,0.4595,21.4,1.53,11.84,81.2,64.3,0.2284382756699255,0.045200471,11513.0,293548.0,0.039220162,5756.0,93.0,5354.0,100.0,19505.0,121740.0,634775.0,92882.0,5684.0,28021.0,5.309755425150644,3.0727423102674174,9.868817214,5.742871034073625,4.125946179819886,0.08815162484879457,9.069340144,6.057423478842125,3.011916665080465,1067.0,561.0,506.0,175600.0,755.0,999.0,0.5101213858512935,56.0,0.0,0.43,10.4,49903.0,22.7,388109.0
CA-604,kern county,2018,885,515,370,107,70,708,275,608,258,640,0,0,0,10,28,172,4,31,['CA-604'],['Bakersfield/Kern County CoC'],Major City CoC,california,226400.0,0.5170700253621631,809.0,1072.0,0.43,51.0,300423.0,0.028030472,0.21,263.0,205200,0.5051902806662045,787,1054.0,0.42,53.0,295756,0.024228014,0.2,267.0,0500000US06029,6029.0,5.09,592.16,209.16,197.55,CN0602900000000,6.0,29.0,385729.0,354554.0,31175.0,8.1,896764.0,0.062697655,0.75,0.06,0.01,0.05,0.0,0.09,0.04,0.090800924,0.046431391,0.02742193,0.013806308,0.014928119,0.044842344,0.082191078,0.073581232,0.069427408,0.058602932,0.057486697,0.073793105,0.054219393,0.055042352,0.019843571,0.030477361,0.018222186,0.020647573,0.027263583,0.017612215,0.013715983,0.011905027,0.077737287,0.49,0.4725,51579.0,0.4725,20.6,2.8,6.09,80.6,63.3,0.2437368123866979,0.044244282,11744.0,295756.0,0.039708408,5872.0,97.0,5630.0,98.0,19225.0,124855.0,637523.0,93575.0,5717.0,28072.0,5.300044076841149,3.015577477204744,14.774461731922392,5.832024367864102,8.942437364,0.4970853559799646,9.868817214,5.742871034073625,4.125946179819886,810.0,541.0,269.0,190600.0,774.0,1021.0,0.5075068985885444,53.0,0.2,0.43,9.3,49854.0,21.4,384073.0
CA-611,ventura county,2013,1674,600,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['CA-611'],"['Oxnard, San Buenaventura/Ventura County CoC']",Other Largely Urban CoC,california,443700.0,0.5615233374976959,1432.0,1724.0,0.37,46.0,282819.0,0.020260508,0.0,292.0,442200,0.5610757873175728,1381,1780.0,0.35,38.0,282231,0.020518504,0.0,399.0,0500000US06111,6111.0,9.54,1064.9,176.79,157.91,CN0611100000000,6.0,111.0,432345.0,397865.0,34480.0,8.0,839620.0,0.063882471,0.79,0.02,0.01,0.07,0.0,0.07,0.04,0.069720826,0.043859127,0.028229437,0.017641314,0.010884686,0.044147352,0.065274767,0.063982516,0.060759629,0.067344751,0.069766085,0.068186799,0.073061623,0.069633882,0.021578809,0.031677426,0.018413092,0.023473714,0.031290346,0.021132179,0.016087039,0.019935209,0.063919392,0.5,0.4459,77363.0,0.4459,11.9,0.09,12.43,70.0,60.0,0.2526356632681714,0.037041359,18556.0,282231.0,0.065747561,9287.0,97.0,8912.0,99.0,14660.0,127775.0,649939.0,82539.0,4606.0,12056.0,2.5636252017497028,2.255596294421476,16.875881906643755,6.121643436723715,10.754238469920042,-0.15356463760715466,19.93759081489245,7.146089897810914,12.791500917081535,1926.0,683.0,1243.0,465600.0,1356.0,1793.0,0.5499028746920748,38.0,0.0,0.35,9.2,71517.0,11.5,433668.0
CA-611,ventura county,2014,1428,518,910,234,86,1108,0,0,0,0,0,0,0,0,0,0,0,0,['CA-611'],"['Oxnard, San Buenaventura/Ventura County CoC']",Other Largely Urban CoC,california,483100.0,0.5556402744893455,1422.0,1694.0,0.37,34.0,284527.0,0.020135695,0.0,272.0,444800,0.5589125136566098,1401,1769.0,0.36,37.0,283047,0.020401077,0.0,368.0,0500000US06111,6111.0,13.2,1205.47,200.13,178.76,CN0611100000000,6.0,111.0,429179.0,400313.0,28866.0,6.7,846178.0,0.06597548,0.81,0.02,0.01,0.07,0.0,0.05,0.04,0.070196814,0.042664782,0.027857023,0.01332462,0.013874149,0.044360643,0.065841939,0.064440342,0.062909931,0.064303255,0.067046177,0.065330226,0.073755167,0.068211417,0.026852506,0.029608428,0.020116335,0.02660315,0.03080203,0.02175547,0.016208174,0.020365691,0.063571731,0.51,0.4489,75449.0,0.4489,11.3,1.97,3.56,69.8,60.8,0.2582175159938231,0.029452389,18052.0,283047.0,0.063777394,9028.0,92.0,8557.0,100.0,14665.0,130995.0,659856.0,83847.0,4652.0,11931.0,2.513124075555879,2.2224545961543125,16.660082583218113,5.408354261312867,11.251728321905246,-0.012787439768743969,16.875881906643755,6.121643436723715,10.754238469920042,1674.0,600.0,1074.0,442200.0,1381.0,1780.0,0.5610757873175728,38.0,0.0,0.35,8.0,77363.0,11.9,432345.0
CA-611,ventura county,2015,1417,460,957,178,113,1126,546,869,595,967,0,0,0,16,244,127,12,51,['CA-611'],"['Oxnard, San Buenaventura/Ventura County CoC']",Other Largely Urban CoC,california,528700.0,0.5551513681742856,1465.0,1760.0,0.37,33.0,285889.0,0.022918321,0.0,295.0,458100,0.5636052303860523,1416,1752.0,0.36,33.0,283899,0.022563939,0.0,336.0,0500000US06111,6111.0,3.72,1250.33,207.58,185.41,CN0611100000000,6.0,111.0,427235.0,402977.0,24258.0,5.7,850536.0,0.068473292,0.81,0.02,0.01,0.07,0.0,0.05,0.04,0.071566636,0.04212285,0.027045298,0.015443203,0.013864199,0.042472041,0.066553326,0.063623409,0.064083119,0.061195528,0.068443899,0.061790447,0.071481983,0.070955256,0.023768541,0.032219683,0.022080194,0.02554742,0.034083213,0.025513323,0.01596993,0.017644168,0.062532333,0.51,0.4404,80032.0,0.4404,9.6,4.78,16.74,70.4,60.4,0.2726398477517057,0.035863569,17882.0,283899.0,0.062987189,8941.0,94.0,8485.0,100.0,14405.0,134090.0,666147.0,83230.0,4647.0,11828.0,2.4731778421279387,2.162435618564671,14.95755162179401,5.813556649225997,9.143994972568017,-0.10219222821494778,16.660082583218113,5.408354261312867,11.251728321905246,1428.0,518.0,910.0,444800.0,1401.0,1769.0,0.5589125136566098,37.0,0.0,0.36,6.7,75449.0,11.3,429179.0
CA-611,ventura county,2016,1271,494,777,151,71,1049,469,802,439,960,0,0,0,17,183,64,20,27,['CA-611'],"['Oxnard, San Buenaventura/Ventura County CoC']",Other Largely Urban CoC,california,561400.0,0.5527072258318567,1553.0,1802.0,0.38,41.0,286905.0,0.019381479,0.0,249.0,481400,0.5611968190451041,1468,1770.0,0.37,34.0,284759,0.022035509,0.0,302.0,0500000US06111,6111.0,6.63,1333.19,221.33,197.7,CN0611100000000,6.0,111.0,425346.0,403087.0,22259.0,5.2,849738.0,0.06889653,0.8,0.02,0.01,0.07,0.0,0.05,0.05,0.067311336,0.042049432,0.025819723,0.015995519,0.012073133,0.042301274,0.068264571,0.063578421,0.062546338,0.061245937,0.06722072,0.065501366,0.070129852,0.067511398,0.026543476,0.035263811,0.023368379,0.026579958,0.034838974,0.0250183,0.015986104,0.019817873,0.061034107,0.51,0.4474,80135.0,0.4474,9.5,10.18,9.63,70.5,59.5,0.2870664418491584,0.031006779,17744.0,284759.0,0.062312341,14491.0,94.0,13327.5,100.0,14200.0,136870.0,667357.0,89904.0,4647.0,11728.0,2.453709184139824,2.1277966665517853,13.485939854113036,5.712793965978439,7.773145888134596,-0.09838587256063691,14.95755162179401,5.813556649225997,9.143994972568017,1417.0,460.0,957.0,458100.0,1416.0,1752.0,0.5636052303860523,33.0,0.0,0.36,5.7,80032.0,9.6,427235.0
CA-611,ventura county,2017,1152,488,664,99,62,991,330,819,463,869,0,0,0,9,123,108,8,35,['CA-611'],"['Oxnard, San Buenaventura/Ventura County CoC']",Other Largely Urban CoC,california,592500.0,0.5504438425495739,1643.0,1857.0,0.37,25.0,288778.0,0.017391624,0.22,214.0,520300,0.5530653731583608,1540,1820.0,0.37,35.0,285997,0.020855706,0.21,280.0,0500000US06111,6111.0,5.35,1404.54,233.18,208.28,CN0611100000000,6.0,111.0,423676.0,404462.0,19214.0,4.5,854223.0,0.070193615,0.8,0.02,0.01,0.08,0.0,0.05,0.04,0.070181908,0.040927252,0.026299924,0.013985809,0.015172853,0.039580999,0.068829802,0.064218594,0.061118701,0.062758788,0.067044554,0.061290787,0.068160188,0.072661354,0.023438844,0.034657227,0.020283931,0.026618342,0.039746062,0.024721882,0.017358465,0.020777947,0.060165788,0.5,0.4535,82857.0,0.4535,9.3,2.87,21.54,71.7,61.0,0.2902190602927628,0.037437062,17828.0,285997.0,0.062336318,8914.0,94.0,8397.0,100.0,13825.0,139710.0,671758.0,90855.0,4670.0,11740.0,2.4428440003691807,2.0580328034798248,15.37074880694551,5.617139089999965,9.753609716945546,0.13976103803085183,13.485939854113036,5.712793965978439,7.773145888134596,1271.0,494.0,777.0,481400.0,1468.0,1770.0,0.5611968190451041,34.0,0.0,0.37,5.2,80135.0,9.5,425346.0
